image,gt_cx,gt_cy,gt_visible,pred_cx,pred_cy,pred_visible,centroid_error_px,within_threshold
img_28_JPG.rf.8684ecf2b5777f3b9640683b9c1a61a5,92.5,43.0,1,90.20999908447266,41.52000045776367,1,2.73,1
img_28_JPG_jpg.rf.4c3a3ba259a14544aeed5b89c853ce25,92.5,43.0,1,90.66999816894531,41.40999984741211,1,2.42,1
img_28_JPG_jpg.rf.9c0a19f1fc6968c73e0da904343dcb89,92.5,43.0,1,90.66999816894531,41.40999984741211,1,2.42,1
img_40_JPG.rf.bd1a97739d860026e1d4ffa882ff14fe,95.5,60.0,1,93.11000061035156,58.61000061035156,1,2.77,1
img_40_JPG_jpg.rf.116fd58779b012e43f4c5c921edba331,95.5,60.0,1,93.7300033569336,59.040000915527344,1,2.01,1
img_40_JPG_jpg.rf.92b335cd49135ccf833eec34b272c5e7,95.5,60.0,1,93.7300033569336,59.040000915527344,1,2.01,1
img_51_JPG.rf.4380add3d740852896e912cb0292e0b3,258.0,422.5,1,257.2900085449219,419.010009765625,1,3.56,1
img_51_JPG_jpg.rf.9746c4944e953f33132d27ea02bcf175,257.5,422.5,1,257.239990234375,419.3599853515625,1,3.15,1
img_51_JPG_jpg.rf.bb029836ca91b485dd754a50e8bc7ece,257.5,422.5,1,257.239990234375,419.3599853515625,1,3.15,1
img_74_JPG.rf.5ab9526613115776719e17182c814aad,263.5,372.5,1,263.80999755859375,372.07000732421875,1,0.53,1
img_74_JPG_jpg.rf.5b075d3e328568c5cf064a7254978029,264.0,372.5,1,262.6400146484375,373.1000061035156,1,1.48,1
img_74_JPG_jpg.rf.b7081d934f574a11c79e61a8dcadcaf4,264.0,372.5,1,262.6400146484375,373.1000061035156,1,1.48,1
img_75_JPG.rf.16e27f11601fcc72997b37575e8c4762,251.5,311.0,1,251.66000366210938,309.8399963378906,1,1.17,1
img_75_JPG_jpg.rf.42ab2d5d0a7c1b3b950c992fb707217b,251.5,311.5,1,251.72000122070312,309.67999267578125,1,1.83,1
img_75_JPG_jpg.rf.7fff6083698bc7e1bb6a2157d209d4a7,251.5,311.5,1,251.72000122070312,309.67999267578125,1,1.83,1
img_77_JPG.rf.b825be065ba5f7d87f84d84101908f3f,317.5,323.0,1,-1.0,-1.0,0,-1.0,0
img_77_JPG_jpg.rf.4a8bb119eb7a02e3594a08c89805e5c3,317.5,323.0,1,286.2099914550781,418.8599853515625,1,100.84,0
img_77_JPG_jpg.rf.e14e7109a1d386031cfdca42b436a605,317.5,323.0,1,286.2099914550781,418.8599853515625,1,100.84,0
img_7_JPG.rf.b4cea171d2c68aed181e0793a55474da,198.0,94.0,1,-1.0,-1.0,0,-1.0,0
img_7_JPG_jpg.rf.178550bb9010998b620ea522daa9b74e,197.5,94.0,1,198.55999755859375,94.9000015258789,1,1.39,1
img_7_JPG_jpg.rf.590596f2d1489d7e53886c747bc938d5,197.5,94.0,1,198.55999755859375,94.9000015258789,1,1.39,1
sidearm3_mp4-1021_jpg.rf.4313a5fa9749853d57660c7ea24b9f3e,-1.0,-1.0,0,-1.0,-1.0,0,-1.0,0
sidearm3_mp4-1035_jpg.rf.488c447ed917330c0dbca1fa26b0ae6c,312.0,46.5,1,310.17999267578125,46.849998474121094,1,1.85,1
sidearm3_mp4-1038_jpg.rf.27593434f932b0e4699a3efedfaa7860,327.5,87.0,1,328.1300048828125,87.97000122070312,1,1.16,1
sidearm3_mp4-1045_jpg.rf.6232de90358294c9a35158edd8b2dae6,341.5,191.5,1,340.54998779296875,192.16000366210938,1,1.15,1
sidearm3_mp4-1111_jpg.rf.3979d6dea099e53570b336c7c3a61e90,-1.0,-1.0,0,-1.0,-1.0,0,-1.0,0
sidearm3_mp4-1112_jpg.rf.97da6394fc29474054cf941d757b8d0b,-1.0,-1.0,0,-1.0,-1.0,0,-1.0,0
sidearm3_mp4-1115_jpg.rf.a9b56eeb41652df397ad42223cde7175,-1.0,-1.0,0,-1.0,-1.0,0,-1.0,0
sidearm3_mp4-153_jpg.rf.bdd1b89b60f07245078da00fd142fb26,-1.0,-1.0,0,-1.0,-1.0,0,-1.0,0
sidearm3_mp4-154_jpg.rf.7348a420f0d93ae40590f15fa0d9fc64,-1.0,-1.0,0,-1.0,-1.0,0,-1.0,0
sidearm3_mp4-163_jpg.rf.4203c7e56e01f3b6bf399740c699fa40,-1.0,-1.0,0,-1.0,-1.0,0,-1.0,0
sidearm3_mp4-169_jpg.rf.3e7a2cdb072b40a795a32c8fec8f18ef,311.5,267.0,1,310.6199951171875,265.7799987792969,1,1.5,1
sidearm3_mp4-186_jpg.rf.adfe6b5d976919e749d3791753c99bef,-1.0,-1.0,0,-1.0,-1.0,0,-1.0,0
sidearm3_mp4-251_jpg.rf.2d6acfbac25dfcbf7ddf11d79f35ea6d,337.0,252.5,1,336.79998779296875,253.32000732421875,1,0.84,1
sidearm3_mp4-287_jpg.rf.92cce491eed809d0e08b25523012ea77,271.0,65.5,1,271.3599853515625,65.55000305175781,1,0.36,1
sidearm3_mp4-341_jpg.rf.0f93b2dc6d19e488e2954c2298ffa265,362.0,205.5,1,362.3500061035156,204.86000061035156,1,0.73,1
sidearm3_mp4-363_jpg.rf.26e067033f8706bc3bb14b9081d3d349,-1.0,-1.0,0,-1.0,-1.0,0,-1.0,0
sidearm3_mp4-379_jpg.rf.9b64fad4195a7a313703f3a9469dd440,333.5,197.5,1,333.5199890136719,197.97999572753906,1,0.48,1
sidearm3_mp4-381_jpg.rf.3361b048c35a2739645e6ecf98d2e82b,353.0,236.0,1,352.9200134277344,235.86000061035156,1,0.16,1
sidearm3_mp4-403_jpg.rf.538ce43e7c1e8a854cc8b11c3421eea2,-1.0,-1.0,0,-1.0,-1.0,0,-1.0,0
sidearm3_mp4-416_jpg.rf.5d2f887d02549416f2d8f255f0d77687,-1.0,-1.0,0,-1.0,-1.0,0,-1.0,0
sidearm3_mp4-436_jpg.rf.6c129428a031040151dc421926de5b57,-1.0,-1.0,0,-1.0,-1.0,0,-1.0,0
sidearm3_mp4-45_jpg.rf.f6a4425589d65248aaf486b4e0a57482,316.5,169.5,1,316.4700012207031,169.24000549316406,1,0.27,1
sidearm3_mp4-468_jpg.rf.8b7bd5c5feae4b6a06ecc81b1e79914f,321.0,255.0,1,320.6099853515625,254.7899932861328,1,0.44,1
sidearm3_mp4-481_jpg.rf.1f713519eddfdd336a0282a8e44c5886,372.0,72.5,1,372.4200134277344,72.37000274658203,1,0.44,1
sidearm3_mp4-487_jpg.rf.527157b77d3d6aaa841b8baa9752d0a2,350.0,110.5,1,350.1499938964844,111.12000274658203,1,0.64,1
sidearm3_mp4-515_jpg.rf.afe8c73f4baf149d6da26db3014a2b4a,361.0,192.5,1,360.6000061035156,192.6699981689453,1,0.44,1
sidearm3_mp4-517_jpg.rf.c445d22c30996c01752305a7a1345cc4,379.0,221.5,1,378.55999755859375,221.91000366210938,1,0.6,1
sidearm3_mp4-565_jpg.rf.a2c8364204963dbba30f44694918a4d0,-1.0,-1.0,0,-1.0,-1.0,0,-1.0,0
sidearm3_mp4-590_jpg.rf.6ff6f2a6401c8f3d21f452da455fbc62,327.5,195.0,1,327.30999755859375,194.9499969482422,1,0.2,1
sidearm3_mp4-620_jpg.rf.c1897cc20b1ed0ffd2a2359a276b1b80,-1.0,-1.0,0,528.4199829101562,175.0800018310547,1,-1.0,0
sidearm3_mp4-622_jpg.rf.0720a3de3e22a580f75298913948b096,-1.0,-1.0,0,-1.0,-1.0,0,-1.0,0
sidearm3_mp4-638_jpg.rf.e5a59dc927c1f86791a4babbd3d2bca4,356.5,222.0,1,356.7699890136719,222.07000732421875,1,0.28,1
sidearm3_mp4-675_jpg.rf.9dcca9f568f7f8dc9631973768e63d46,258.0,91.0,1,258.739990234375,90.54000091552734,1,0.87,1
sidearm3_mp4-679_jpg.rf.96dedf88213b017095e14e2bd2a5c65f,331.0,192.5,1,331.3500061035156,192.0,1,0.61,1
sidearm3_mp4-932_jpg.rf.ef1db79ee13fe7efbdd7c5c2112e3ec2,307.5,84.5,1,307.92999267578125,84.44000244140625,1,0.44,1
sidearm3_mp4-940_jpg.rf.e4846c749e6fdf49e241ae6fd1b2da06,370.0,217.5,1,370.3399963378906,217.9199981689453,1,0.54,1
sidearm3_mp4-944_jpg.rf.0580c1a4547d82707ded96ac05e8e635,393.5,160.5,1,393.5299987792969,159.72999572753906,1,0.77,1
youtube-1006_jpg.rf.75f3cb57256533f59e8688f3a1a932b6,105.5,153.5,1,106.18000030517578,155.80999755859375,1,2.41,1
youtube-1014_jpg.rf.8ee6c9e66568f99053dae257828b5884,433.5,309.0,1,-1.0,-1.0,0,-1.0,0
youtube-102_jpg.rf.0fe37b00bb03a6a923c00225af3b67bb,-1.0,-1.0,0,286.8599853515625,204.07000732421875,1,-1.0,0
youtube-103_jpg.rf.725430bfcce1370ac3d8803e950333e8,480.5,242.5,1,-1.0,-1.0,0,-1.0,0
youtube-1046_jpg.rf.731a75eccb7b2d9a8810aa28cd75e96d,246.0,228.5,1,246.47999572753906,228.22999572753906,1,0.56,1
youtube-1064_jpg.rf.9f42fce263593533c5d454a5ba0ea9f3,397.0,255.5,1,395.45001220703125,255.35000610351562,1,1.56,1
youtube-1074_jpg.rf.1edaae57ec0b94a061aa729d5c17f5a2,-1.0,-1.0,0,-1.0,-1.0,0,-1.0,0
youtube-1081_jpg.rf.55fd7af09b2314f435f2cf144573ed18,-1.0,-1.0,0,409.010009765625,212.58999633789062,1,-1.0,0
youtube-1082_jpg.rf.fc3b8412a2a8b2237f255566c0aa5bb2,-1.0,-1.0,0,409.0299987792969,212.58999633789062,1,-1.0,0
youtube-1088_jpg.rf.fe4d318009f9687d8d7bfbbc8c2b029b,327.0,267.0,1,327.1400146484375,267.5400085449219,1,0.55,1
youtube-1098_jpg.rf.4db9e16938579f8e5f6f78e8294c552b,218.0,463.0,1,218.1699981689453,464.0799865722656,1,1.09,1
youtube-109_jpg.rf.3a3cdb6be4df7ce829c75aab64aa10cd,326.5,392.5,1,326.1000061035156,394.0400085449219,1,1.59,1
youtube-109_jpg.rf.e5000a11ef0417db0e4b5cd904219b29,-1.0,-1.0,0,-1.0,-1.0,0,-1.0,0
youtube-10_jpg.rf.7fb3ff089b256ddc1034f92056925ed8,-1.0,-1.0,0,-1.0,-1.0,0,-1.0,0
youtube-10_jpg.rf.f28c68a4edaf9bf993f42dc8fcc40be5,286.0,217.5,1,-1.0,-1.0,0,-1.0,0
youtube-1103_jpg.rf.bc4fff397b6055a5334368a0bdd3485a,326.0,257.5,1,326.9100036621094,258.25,1,1.18,1
youtube-1106_jpg.rf.bbbf7c41f2769ef690d3d9064cf8f0f1,290.5,443.0,1,289.1300048828125,442.17999267578125,1,1.6,1
youtube-110_jpg.rf.6f33d31a3d7024c56c2d1d9788115c6d,234.0,388.0,1,233.72000122070312,388.3500061035156,1,0.45,1
youtube-1170_jpg.rf.bd3981e9033b8eac9f1e0630ac1834d1,-1.0,-1.0,0,-1.0,-1.0,0,-1.0,0
youtube-1172_jpg.rf.587666d45a4261170d7de3525277167c,278.5,226.5,1,277.8800048828125,226.0399932861328,1,0.77,1
youtube-1180_jpg.rf.621f2d84684690294f8af5fc85977397,194.0,378.5,1,192.75999450683594,380.8500061035156,1,2.66,1
youtube-1216_jpg.rf.13f2ab4f914fd973a39411bce1e4f07f,306.5,361.5,1,306.9800109863281,362.7300109863281,1,1.32,1
youtube-126_jpg.rf.726c5fa271eb94238293f3ad0250e342,298.0,310.5,1,297.0400085449219,310.3999938964844,1,0.97,1
youtube-130_jpg.rf.f5a0901d4b5064721c0b2cfc8d9f4f0c,161.0,238.5,1,160.7100067138672,238.52000427246094,1,0.29,1
youtube-1326_jpg.rf.bb889e055857f9fb8f3a8a852d743c0c,366.0,536.0,1,365.44000244140625,535.2999877929688,1,0.9,1
youtube-132_jpg.rf.b359ffa81b3140ef48c6cd9c9d0b5d4f,308.0,355.0,1,-1.0,-1.0,0,-1.0,0
youtube-133_jpg.rf.9f3648e87e597748f10943fb5390c573,304.5,459.0,1,305.489990234375,459.4100036621094,1,1.07,1
youtube-137_jpg.rf.d462ccc3a42e9a19f1d47b10d83dd216,301.0,44.5,1,301.30999755859375,47.439998626708984,1,2.96,1
youtube-139_jpg.rf.454a2eddeacaa62615129e3919d5f1ce,-1.0,-1.0,0,-1.0,-1.0,0,-1.0,0
youtube-13_jpg.rf.ac477e3ac8f45966a4636f1092fe5d01,270.5,205.5,1,270.44000244140625,205.4199981689453,1,0.1,1
youtube-140_jpg.rf.0002dc3ac60ee4d20d41b66dd9a985cd,334.5,112.0,1,334.260009765625,113.3499984741211,1,1.37,1
youtube-144_jpg.rf.43dc1b61f859e8c4c05b59a138631bd0,280.0,268.0,1,279.6700134277344,268.20001220703125,1,0.39,1
youtube-145_jpg.rf.367b2eea6e9664eca4bdac4e4b834cff,345.5,432.0,1,345.2300109863281,431.7200012207031,1,0.39,1
youtube-149_jpg.rf.5db1e8b358314cd1bad73cf1b7bbb3ee,340.0,460.5,1,-1.0,-1.0,0,-1.0,0
youtube-14_jpg.rf.278061585b709fe45c41639e4bf8683e,265.0,284.5,1,264.9800109863281,285.2099914550781,1,0.71,1
youtube-150_jpg.rf.cb301f4e150d305d51b5c2b03cce2335,246.0,534.5,1,273.05999755859375,272.32000732421875,1,263.57,0
youtube-151_jpg.rf.7aa90314bb3d486881d179d916e060bb,411.0,130.0,1,-1.0,-1.0,0,-1.0,0
youtube-154_jpg.rf.be784a9227188c7bd8e46d96ddc3568b,363.0,162.5,1,364.1300048828125,162.25,1,1.15,1
youtube-154_jpg.rf.c31029be83a03e93e7567b4ea38b58b7,400.5,418.5,1,399.25,419.8299865722656,1,1.82,1
youtube-155_jpg.rf.b4e7ebc76ebc5d991b29efd62698f51b,392.5,130.0,1,392.6300048828125,128.39999389648438,1,1.6,1
youtube-156_jpg.rf.4c73ff770e106ec8b0cd5cbcab38891f,390.0,231.5,1,616.530029296875,181.22999572753906,1,232.04,0
youtube-157_jpg.rf.6492365c7e380287546afb6e6613e3ca,467.0,22.0,1,465.260009765625,20.34000015258789,1,2.41,1
youtube-157_jpg.rf.7d883d5f6124333a4a0a9789700f7b64,392.0,236.0,1,613.7100219726562,180.6300048828125,1,228.52,0
youtube-158_jpg.rf.6ab7cf48ea13b0a206c7b50d2467c1b9,327.5,179.0,1,327.25,180.1199951171875,1,1.15,1
youtube-162_jpg.rf.6cc3a8d66515552a6045ba57bb343395,335.0,278.0,1,359.1600036621094,426.1000061035156,1,150.05,0
youtube-165_jpg.rf.b3e94cffd751c245187785a48fa766c3,278.0,388.5,1,276.6000061035156,388.54998779296875,1,1.4,1
youtube-168_jpg.rf.83e11e00a9294dcb47618ea846572050,477.5,404.5,1,476.8500061035156,403.7099914550781,1,1.02,1
youtube-16_jpg.rf.486ddae81367abbee89d91c0e4c08e1c,-1.0,-1.0,0,-1.0,-1.0,0,-1.0,0
youtube-17_jpg.rf.609a92793a0bfeb5b6671a6ee9642424,298.5,367.5,1,298.6600036621094,366.75,1,0.77,1
youtube-180_jpg.rf.48232f860369ecd744b665d6ba0a457e,-1.0,-1.0,0,-1.0,-1.0,0,-1.0,0
youtube-180_jpg.rf.8140dc6093bbcfe10be6124ebfda1819,241.5,141.5,1,241.5399932861328,140.47999572753906,1,1.02,1
youtube-187_jpg.rf.c33002b5b1c99dcb28df2eae374a8488,298.5,327.0,1,299.1300048828125,327.05999755859375,1,0.63,1
youtube-188_jpg.rf.8fcbc881b20831ff7adf81cf222ce24a,433.5,442.0,1,-1.0,-1.0,0,-1.0,0
youtube-18_jpg.rf.66576ffbaa9fbc0a0e4be303715133c3,-1.0,-1.0,0,-1.0,-1.0,0,-1.0,0
youtube-190_jpg.rf.12b5a3af4d516306dd7a942f2dc3b100,606.5,491.0,1,607.030029296875,488.510009765625,1,2.54,1
youtube-191_jpg.rf.11c681bdd27cb8ea421777c4ec1ea16d,156.0,128.5,1,155.9600067138672,128.32000732421875,1,0.18,1
youtube-191_jpg.rf.c4fbcb8c0dee7d3d10b09e516517750c,244.0,283.5,1,244.1699981689453,283.6499938964844,1,0.23,1
youtube-192_jpg.rf.376a2f8a55bbf759dddc5bec0c7b24f9,212.0,313.5,1,210.07000732421875,312.1600036621094,1,2.35,1
youtube-193_jpg.rf.f1b06711bfdf4d19d842b10af142332e,327.5,227.0,1,327.7699890136719,227.0800018310547,1,0.28,1
youtube-196_jpg.rf.5abfacba106585aa4eaa7b3859197c64,-1.0,-1.0,0,-1.0,-1.0,0,-1.0,0
youtube-199_jpg.rf.aa7a3bc96b5d7928a2b2c2f48fa5210c,296.5,250.5,1,296.0400085449219,250.83999633789062,1,0.57,1
youtube-205_jpg.rf.1f3a64d410065d8f71b1d8c38d372d6a,340.0,469.0,1,340.010009765625,469.5,1,0.5,1
youtube-205_jpg.rf.7f7f59951f068546662c261513486b5f,-1.0,-1.0,0,-1.0,-1.0,0,-1.0,0
youtube-210_jpg.rf.8bdbe5214eb4ecb932f0e92d01fcf8d2,589.0,551.0,1,588.22998046875,551.2000122070312,1,0.79,1
youtube-211_jpg.rf.02f50967febd6136f93f7a606c1a8495,315.5,87.5,1,314.55999755859375,88.06999969482422,1,1.1,1
youtube-213_jpg.rf.206e0aa99e1250116e71bed80874f83c,216.0,106.0,1,215.97000122070312,106.31999969482422,1,0.33,1
youtube-214_jpg.rf.aefc0314359ca4fcd5f19be9f34d619d,362.0,21.0,1,361.989990234375,12.6899995803833,1,8.31,1
youtube-216_jpg.rf.39d6413148b1887a377bd0df95f8b914,-1.0,-1.0,0,200.66000366210938,93.94000244140625,1,-1.0,0
youtube-218_jpg.rf.8bebf05eb800a25e657f473abd4fefa3,382.5,24.5,1,-1.0,-1.0,0,-1.0,0
youtube-219_jpg.rf.63cb80c98b3318cfe78ad4ef59acf9ef,330.0,391.5,1,328.6400146484375,389.82000732421875,1,2.16,1
youtube-219_jpg.rf.cdfee914d800e17737fd24fbd2552314,-1.0,-1.0,0,-1.0,-1.0,0,-1.0,0
youtube-21_jpg.rf.82543d3aee064b3770ec727846960b20,292.0,331.0,1,291.3800048828125,333.9599914550781,1,3.02,1
youtube-21_jpg.rf.8d70673359c3d8756d6a5c6a271cefa5,334.5,462.0,1,334.42999267578125,459.95001220703125,1,2.05,1
youtube-223_jpg.rf.eb848586a1431ecf7ca05886cb5dd0b7,-1.0,-1.0,0,-1.0,-1.0,0,-1.0,0
youtube-229_jpg.rf.6900cbe3f6d8b043b8acca0b21ba3730,327.5,373.0,1,327.29998779296875,373.5299987792969,1,0.57,1
youtube-22_jpg.rf.44d74399494eb0f0a48ba32200a6f2e6,126.0,145.5,1,125.38999938964844,145.7100067138672,1,0.65,1
youtube-235_jpg.rf.82ac7ce7f24a4fda788ecea7e84324be,403.5,424.5,1,403.3399963378906,423.29998779296875,1,1.21,1
youtube-237_jpg.rf.27568b714ad53f62b426b1a2c1d4fdfe,200.5,222.5,1,200.57000732421875,222.42999267578125,1,0.1,1
youtube-241_jpg.rf.f6c7e2658eedb231f6341da819d1b246,435.5,453.5,1,436.1600036621094,452.5400085449219,1,1.17,1
youtube-245_jpg.rf.8150edfd7580c6f90743d49566b49a53,239.5,174.0,1,240.1199951171875,173.00999450683594,1,1.16,1
youtube-246_jpg.rf.8cfb59853f6bafdd7cd392c951675543,-1.0,-1.0,0,332.75,265.82000732421875,1,-1.0,0
youtube-248_jpg.rf.0f3310721cfb220b8d20a30c35bd2176,365.0,186.5,1,364.760009765625,184.88999938964844,1,1.63,1
youtube-24_jpg.rf.59db075cda04e2bc3ba9acd470fa483b,-1.0,-1.0,0,-1.0,-1.0,0,-1.0,0
youtube-250_jpg.rf.57e4264516c0b94733e99144aac6d943,345.5,285.0,1,346.6199951171875,283.260009765625,1,2.07,1
youtube-252_jpg.rf.f30ce0ec90831456e4374412712c1c40,309.5,287.5,1,309.9700012207031,288.05999755859375,1,0.73,1
youtube-255_jpg.rf.5e5bdc5d10ba72df6a006d4feea9781a,-1.0,-1.0,0,-1.0,-1.0,0,-1.0,0
youtube-256_jpg.rf.ba7eb3df06111ad82ca2556c61607cf6,-1.0,-1.0,0,-1.0,-1.0,0,-1.0,0
youtube-25_jpg.rf.32cb417854755e0d1fece31672020830,367.0,393.5,1,366.989990234375,392.8500061035156,1,0.65,1
youtube-273_jpg.rf.0a26467b7a1066e808e7dca14d1313bd,-1.0,-1.0,0,-1.0,-1.0,0,-1.0,0
youtube-274_jpg.rf.0bdcfc1250f992455a1d13c84267139f,366.5,157.5,1,-1.0,-1.0,0,-1.0,0
youtube-276_jpg.rf.6894281a3d64ca1ba3a92963b92a84e7,-1.0,-1.0,0,-1.0,-1.0,0,-1.0,0
youtube-277_jpg.rf.13e717c9d6326c5e61279383779172dc,323.0,95.0,1,322.3999938964844,91.86000061035156,1,3.2,1
youtube-279_jpg.rf.13920b2038c45d72140034e78bdba57a,339.0,97.0,1,338.5799865722656,95.62999725341797,1,1.43,1
youtube-279_jpg.rf.2616be60862e4b7eea0a87a769962547,325.0,214.5,1,324.6300048828125,213.9499969482422,1,0.67,1
youtube-282_jpg.rf.e71e1e0fffbd48d2c69c3f0a02fe6cbc,-1.0,-1.0,0,-1.0,-1.0,0,-1.0,0
youtube-288_jpg.rf.d989b782e374b87321546cf9a5d3276e,233.5,172.0,1,233.77000427246094,171.8000030517578,1,0.34,1
youtube-289_jpg.rf.729d82eddd333eca04a2c7826cfe0250,323.0,176.0,1,324.0799865722656,175.6699981689453,1,1.13,1
youtube-28_jpg.rf.4c44c957ec46787155b2ca2549f198a4,355.5,347.5,1,355.1099853515625,346.9100036621094,1,0.71,1
youtube-291_jpg.rf.2f1d380359984d975f2cafbe0dac7278,509.5,34.5,1,510.80999755859375,35.4900016784668,1,1.64,1
youtube-297_jpg.rf.0dc03769665a880cadeece18c619a9a8,286.5,314.0,1,286.3299865722656,314.0400085449219,1,0.18,1
youtube-297_jpg.rf.4544e8079d7d998b6ad086d58eb41065,197.5,121.0,1,198.08999633789062,120.41000366210938,1,0.83,1
youtube-298_jpg.rf.23d2d7eb3d8394025c8ad7d2e175bea8,193.0,61.0,1,192.22000122070312,60.900001525878906,1,0.78,1
youtube-29_jpg.rf.86edf74aee1d2332c7966f3d1f21ce15,480.0,315.0,1,478.0400085449219,317.7699890136719,1,3.39,1
youtube-301_jpg.rf.e4fb8fe8727ff51f384e2e8bcf98cb04,415.5,99.5,1,413.3299865722656,99.16999816894531,1,2.19,1
youtube-303_jpg.rf.6c27113e70e1492095641c4459de6ebb,354.5,199.5,1,354.2699890136719,197.35000610351562,1,2.16,1
youtube-303_jpg.rf.b3fb329d6025aed4fe33d78b405a6432,398.0,367.5,1,178.47000122070312,209.13999938964844,1,270.68,0
youtube-306_jpg.rf.c2a03d0f34b525c29062471da6c8e5de,262.5,211.5,1,-1.0,-1.0,0,-1.0,0
youtube-30_jpg.rf.474c36b19ae2342b0e8528d1e6a7ad64,239.5,395.5,1,240.77999877929688,400.9599914550781,1,5.61,1
youtube-313_jpg.rf.a9a180d6fd605c8879433a062017c5c7,573.0,482.5,1,572.8099975585938,485.4599914550781,1,2.96,1
youtube-314_jpg.rf.22becfac20da64fce30197b5248e5698,221.0,358.0,1,220.6300048828125,357.510009765625,1,0.61,1
youtube-315_jpg.rf.2c9b076b46ff089386d758fb02729f11,384.5,141.5,1,384.7099914550781,141.57000732421875,1,0.22,1
youtube-318_jpg.rf.0150ec2e9a37e0c4b12e7461a0bb0d22,-1.0,-1.0,0,-1.0,-1.0,0,-1.0,0
youtube-319_jpg.rf.21f972363dddb58f21dd3bebdd5e1009,188.0,280.0,1,187.19000244140625,280.1600036621094,1,0.83,1
youtube-322_jpg.rf.686a8a32ef9ff4b6fadb1ba7c45d7eb0,-1.0,-1.0,0,-1.0,-1.0,0,-1.0,0
youtube-325_jpg.rf.c2b4b292d37b0926ad6d46f71ebf37f6,302.0,227.0,1,302.4100036621094,227.27999877929688,1,0.5,1
youtube-330_jpg.rf.267ef81fd244759ce30b7d2c86d354bd,-1.0,-1.0,0,-1.0,-1.0,0,-1.0,0
youtube-331_jpg.rf.87507313706b0d37f612c35577cf0391,301.5,359.5,1,301.3699951171875,359.760009765625,1,0.29,1
youtube-339_jpg.rf.45c834ca66f115ef0448bfc76c4d7366,-1.0,-1.0,0,-1.0,-1.0,0,-1.0,0
youtube-340_jpg.rf.3bfb2c5a8b152e37bc7847abcd1e0a1f,211.5,405.5,1,210.8000030517578,405.6099853515625,1,0.71,1
youtube-343_jpg.rf.05e13d7db7e7802a2b9d10d20cb02981,309.5,446.5,1,310.0799865722656,446.1400146484375,1,0.68,1
youtube-343_jpg.rf.88aa2ce6af0828b8d9fcc4046e962254,369.5,189.0,1,371.3500061035156,187.22999572753906,1,2.56,1
youtube-348_jpg.rf.f52791fcf84d3ffedeaaea87c02f1e8b,248.0,255.0,1,246.94000244140625,255.0,1,1.06,1
youtube-350_jpg.rf.fd475de03dff2ffab32b5fa38291c5f5,-1.0,-1.0,0,-1.0,-1.0,0,-1.0,0
youtube-355_jpg.rf.aab5ce6fde32f92735da4d46ffba7fae,391.0,389.0,1,390.0299987792969,396.6400146484375,1,7.7,1
youtube-358_jpg.rf.77504fb47e6d7d53e000917a6fca8d00,-1.0,-1.0,0,285.4200134277344,228.82000732421875,1,-1.0,0
youtube-360_jpg.rf.5b71ec3f9961af82991b4cce4a65a72f,364.5,343.0,1,364.1199951171875,343.54998779296875,1,0.66,1
youtube-36_jpg.rf.ca54bddd03e9bdb7ef3f6a5861eb94c6,-1.0,-1.0,0,-1.0,-1.0,0,-1.0,0
youtube-372_jpg.rf.e5ca26db7a28bc263b9ba5f071014df4,136.5,207.5,1,136.60000610351562,207.64999389648438,1,0.18,1
youtube-375_jpg.rf.c5c8199c05062910f82c66682f3519a8,389.0,322.5,1,558.8200073242188,319.80999755859375,1,169.84,0
youtube-385_jpg.rf.f39d7faa3e1724817ee0fb319c2109e6,-1.0,-1.0,0,-1.0,-1.0,0,-1.0,0
youtube-386_jpg.rf.5a43380298ca5b8927eafdec35bde4ab,354.0,276.0,1,409.4599914550781,211.77000427246094,1,84.86,0
youtube-387_jpg.rf.2e39a234307fa7026d263a07007a1f54,331.0,305.0,1,242.6199951171875,327.760009765625,1,91.26,0
youtube-387_jpg.rf.53a527e49b02407741e281032e51eb39,247.0,424.5,1,245.27000427246094,426.4599914550781,1,2.62,1
youtube-388_jpg.rf.be99736809ccf783a76848c939a2f007,230.0,200.0,1,-1.0,-1.0,0,-1.0,0
youtube-389_jpg.rf.74467152bba617b47f7b7e794eaf4709,336.5,252.0,1,336.2300109863281,250.30999755859375,1,1.72,1
youtube-396_jpg.rf.578b7b8c03d67aeaaa0961222cc9eadf,298.0,430.5,1,297.3500061035156,431.57000732421875,1,1.25,1
youtube-3_jpg.rf.44ea6205eb87024e8af84acc05fc0139,-1.0,-1.0,0,-1.0,-1.0,0,-1.0,0
youtube-403_jpg.rf.07d0d8a907624a13f2bf86b7c3555d62,410.0,351.5,1,409.17999267578125,353.1099853515625,1,1.81,1
youtube-403_jpg.rf.f26d815d4babe1a0270d3ac35c6b373b,261.5,223.5,1,259.8399963378906,223.67999267578125,1,1.67,1
youtube-407_jpg.rf.007bb671598ad97326e846981ad57885,228.5,481.0,1,228.30999755859375,478.8800048828125,1,2.13,1
youtube-412_jpg.rf.da9f1ba35d2b7f215efcfee624f5f7d7,260.0,35.5,1,314.5199890136719,619.489990234375,1,586.53,0
youtube-415_jpg.rf.01831d559017c7bd434fd906f92da235,248.0,248.5,1,247.9199981689453,249.16000366210938,1,0.66,1
youtube-419_jpg.rf.8e1f8ff70b48c2656415a713dee777fb,283.5,169.0,1,-1.0,-1.0,0,-1.0,0
